						
Magnetic	0.22	0.48*	-0.02	-0.05	0.17	
Energetic	0.16	0.48*	0.12	-0.13	0.02	
Daring	-0.14	0.46*	0.00	-0.20	0.02	
Rambunctious	0.00	0.46*	-0.15	0.06	-0.04	
Outspoken	-0.14	0.45*	- 0.09	-0.03	0.21	
Vivacious	0.31	0.44*	0.00	0.03	0.10	
Dominant	-0.36	0.44*	0.20	0.05	0.09	
Merry	0.38	0.44*	-0.02	-0.15	-0.09	
Unrestrained	-0.01	0.43*	-0.17	-0.10	-0.02	
Active	0.11	0.43*	0.15	-0.14	0.02	
Boisterous	-0.15	0.42*	-0.15	-0.01	-0.07	
Assured	0.01	0.42*	0.23	-31	0.12	
Uninhibited	-0.06	0.42*	-0.16	-0.20	0.20	
Playful	0.20	0.41*	-0.12	-0.02	-0.09	
Happy-go-lucky	0.21	0.40*	-0.21	-0.22	-0.21	
Vigorous	0.04	0.40*	0.05	-0.15	0.12	
Friendly	0.37	0.39*	- 0.03	-0.17	-0.16	
Hamboyant	-0.04	0.39*	-0.10	0.08	0.01	
Adventurous	0.00	0.38*	-0.04	-0.19	0.10	
Expressive	0.12	0.38*	0.06	0.14	0.22	
Forceful	-0.34	0.38*	0.15	-0.01	0.11	
Carefree	0.18	0.37*	-0.22	-0.22	-0.12	
Flirtatious	0.03	0.36*	-0.15	0.20	0.00	
Competitive	-0.25	0.34*	0.19	-0.03	-0.11	
Mischievous	-0.10	0.34*	-0.19	0.02	0.14	
Direct	-0.07	0.33*	0.14	-0.13	0.22	
Spontaneous	0.09	0.33*	-0.11	-0.04	0.25	
Zealous	0.20	0.32*	-0.03	0.00	0.08	
Gregarious	0.07	0.32*	-0.10	0.03	0.07	
Exhibitionistic	-0.20	0.32*	-0.17	0.06	0.05	
Straightforward	-0.02	0.31*	0.10	-0.19	0.19	
Humorous	0.15	0.31*	-0.09	-0.13	0.01	
Frank	-0.08	0.31*	0.02	-0.09	0.22	
Opportunistic	-0.09	0.30*	0.16	-0.04	0.01	
Demonstrative	0.03	0.29*	-0.07	0.01	0.15	
Enterprising	-0.04	0.28*	0.21	-0.19	0.27	
Sexy	0.06	0.28*	-0.01	0.07	0.17	
Hearty	0.11	0.28*	0.07	-0.24	0.02	
Wordy	0.00	0.26*	-0.09	0.17	0.04	
Explosive	-0.25	0.25*	-0.10	0.21	-0.04	
Witty	-0.01	0.24*	-0.03	-0.15	0.21	
Persistent	-0.10	0.23*	0.20	-0.01	0.12	
Proud	-0.09	0.20*	0.16	0.01	0.07	
Impetuous	-0.04	0.17*	-0.17	0.12	0.06	
Intrusive	-0.13	0.16*	-0.05	0.03	-0.14	
Withdrawn	-0.05	-0.67*	-0.04	0.02	0.08	
Silent	0.07	-0.66*	0.08	-0.08	-0.02	
Introverted	0.02	-0.65*	0.01	0.03	0.10	
Shy	0.18	-0.65*	0.06	0.03	-0.01	
Quiet	0.15	-0.64*	0.15	-0.09	0.12	
Reserved	0.09	-0.60*	0.22	-0.06	0.02	
Timid	30	-0.60*	-0.01	0.08	-0.11	
Bashful	0.22	-0.59*	0.05	0.03	-0.02	
Unsociable	-0.17	-0.39*	0.02	-0.04	0.16	
Unaggressive	0.35	-0.37*	-0.14	-0.07	0.06	
Inhibited	0.09	-0.54*	-0.02	0.15	-0.06	
Uncommunicative	-0.18	-0.32*	-0.07	-0.08	-0.01	
Passive	0.22	-0.48*	-0.06	-0.03	-0.19	
Meek	0.22	-0.48*	-0.08	0.02	-0.22	
Restrained	0.12	-0.47*	0.20	-0.10	0.03	
Dull	-0.03	-0.46*	-0.05	-0.02	-0.05	
Bland	-0.02	-0.44*	0.07	-0.09	-0.19	
Sedate	0.07	-0.41*	0.06	-0.11	-0.10	
Somber	-0.09	-0.41*	0.12	-0.03	-0.14	
Melancholic	0.00	-0.40*	-0.04	0.20	-0.09	
Unfriendly	-0.28	-0.40*	-0.03	-0.01	0.15	
Unadventurous	0.10	-0.38*	0.01	0.08	-0.08	
Detached	-0.18	-0.37*	-0.08	-0.12	0.07	
Uncompetitive	0.29	-0.37*	-0.18	-0.07	0.14	
Submissive	0.34	-0.36*	-0.09	0.11	-0.23	
Cowardly	0.25	-0.36*	-0.15	0.26	-0.05	
Indirect	0.11	- 0.35*	-0.14	0.06	0.01	
Pessimistic	-0.14	-0.35*	-0.07	0.24	0.02	
Negativistic	-0.31	-0.34*	-0.08	0.31	-0.03	
Placid	0.12	-0.34*	0.10	-0.20	-0.04	
Sluggish	-0.04	- 0.33*	-0.19	0.09	-0.11	
Nonpcrsistcnt	0.16	- 033*	-0.23	-0.14	-0.04	
Serious	0.03	-0.31*	0.31	0.04	0.17	
Aloof	-0.20	-0.30*	-0.03	0.03	0.06	
Vague	0.03	-0.28*	-0.28	0.11	-0.07	
Docile	0.24	-0.28*	0.05	-0.04	-0.19	
Secretive	-0.07	-0.28*	0.02	0.11	-0.04	
Unimaginative	0.05	-0.25*	0.00	-0.07	-0.22	
Wary	-0.06	-0.25*	0.07	0.09	0.18	
Lethargic	-0.07	-0.25*	-0.19	0.04	-0.16	
Unaffecti onate	-0.15	-0.25*	0.00	-0.22	0.13	
Prudish	0.13	-0.24*	0.15	0.12	-0.17	
Apathetic	- 0.08	-0.23*	-0.04	-0.01	-0.18	
Humorless	-0.06	-0.23*	0.13	-0.10	-0.06	
Impartial	0.08	-0.23*	0.08	-0.17	0.12	
Organized	0.08	-0.06	0.65*	0.08	-0.02	
Precise	-0.02	-0.01	0.61*	-0.01	0.12	
Responsible	0.28	-0.02	0.39*	-0.06	0.08	
Thorough	0.04	0.00	0.38*	-0.11	0.13	
Efficient	0.09	0.01	0.37*	0.00	0.07	
Orderly	0.08	-0.06	037*	0.11	-0.06	
Self-disciplined	0.12	0.01	035*	-0.16	0.09	
Practical	0.14	-0.08	0.34*	-0.16	0.04	
Systematic	0.05	-0.12	0.34*	-0.04	0.08	
Dependable	0.31	- 0.05	0.31*	-0.06	-0.01	
Reliable	0.33	-0.02	0.49*	-0.07	0.03	
Exacting	-0.08	-0.02	0.47*	0.02	0.10	
Concise	0.05	0.00	0.46*	-0.13	0.13	
Careful	0.19	-0.22	0.46*	0.01	0.01	
Prompt	0.16	-0.03	0.46*	0.05	-0.03	
Logical	-0.03	-0.04	0.46*	-0.22	0.27	
Consistent	0.05	-0.03	0.45*	-34	-0.07	
Steady	0.17	-0.01	0.44*	-0.33	0.06	
Meticulous	0.01	-0.11	0.44*	0.09	0.04	
Decisive	-0.03	0.18	0.43*	-0.22	0.15	
Punctual	0.14	-0.08	0.40*	0.04	0.03	
Firm	-0.17	0.17	0.40*	-0.15	0.08	
Economical	0.14	-0.13	0.39*	-0.14	0.01	
Cautious	0.14	-32	0.39*	0.12	-0.03	
Strict	-0.14	-0.04	0.38*	0.12	-0.11	
Purposeful	0.11	0.15	0.38*	-0.10	0.19	
Dignified	0.06	0.07	0.38*	0.00	0.04	
Formal	0.07	-0.09	0.37*	0.14	-0.14	
Perfectionistic	-0.07	-0.07	037*	0.16	0.13	
Mature	0.20	-0.01	0.37*	-0.21	0.20	
Industrious	0.07	0.12	036*	-0.14	0.25	
Stern	-0.29	0.02	036*	0.01	-0.15	
Controlled	0.11	-0.17	036*	-0.22	-0.02	
Alert	0.11	0.16	036*	-0.09	0.20	
Rational	0.13	-0.08	035*	-0.24	32	
Thrifty	0.12	-0.14	034*	-0.12	-0.03	
Ambitious	0.04	0.28	034*	0.03	0.11	
Conservative	0.09	-0.20	032*	0.00	-0.28	
Wise	0.07	0.08	030*	-0.21	0.28	
Sophisticated	0.14	0.13	030*	0.07	0.18	
Foresighted	0.12	-0.02	0.29*	-0.11	0.27	
Deliberate	-0.08	0.00	0.28*	-0.09	0.12	
Refined	0.25	-0.05	0.27*	0.07	0.15	
Principled	0.20	-0.08	0.27*	-0.10	0.15	
Cultured	0.21	0.05	0.27*	0.06	0.18	
Objective	0.15	-0.04	0.27*	-0.16	0.22	
Moralistic	0.23	-0.11	0.26*	0.07	-0.23	
Discreet	0.24	-0.26	0.26*	-0.09	0.18	
Poised	0.18	0.13	0.26*	-0.11	0.12	
Disorganized	0.01	0.01	-0.64*	-0.06	0.07	
Haphazard	-0.10	0.04	-0.57*	0.00	-0.09	
Disorderly	-0.08	0.05	-0.57*	-0.13	0.05	
Careless	-0.09	0.06	-037*	-0.01	-0.04	
Inefficient	0.01	-0.16	-034*	-0.04	0.06	
Impractical	-0.06	-0.02	-033*	0.11	-0.01	
Unreliable	-0.18	0.02	-031*	-0.01	0.01	
Inconsistent	-0.06	-0.05	-031*	0.22	0.06	
Absent-minded	0.02	-0.10	-030*	0.05	0.09	
Scatterbrained	0.13	0.01	-0.47*	0.15	-0.01	
Illogical	0.07	0.00	-0.46*	0.14	-0.14	
Sloppy	-0.10	-0.01	-0.46*	-0.17	0.08	
Undependable	-0.13	0.00	-0.45*	-0.04	0.10	
Immature	-0.05	0.00	-0.44*	0.16	-0.09	
Erratic	-0.13	-0.01	-0.43*	0.19	0.12	
Negligent	-0.16	-0.07	-0.43*	0.03	-0.12	
Reckless	-0.21	0.18	-0.43*	-0.03	0.07	
Indecisive	0.12	-0.27	-0.41*	0.20	-0.09	
Forgetful	0.02	-0.06	-0.40*	0.08	0.02	
Lazy	-0.02	-0.24	-0.40*	0.10	-0.02	
Unstable	0.00	-0.20	-039*	0.28	0.05	
Aimless	-0.07	-0.21	-038*	-0.16	-0.05	
Foolhardy	-0.02	0.14	-038*	0.00	-0.18	
Impulsive	0.06	0.26	-037*	0.21	0.06	
Lax	0.02	-0.09	-036*	-0.08	-0.09	
Wishy-washy	0.07	-0.26	-033*	0.14	-0.06	
Wasteful	-0.06	0.06	-032*	0.09	-0.03	
Unambitious	0.06	-0.27	-030*	-0.09	-0.03	
Frivolous	0.07	0.09	-030*	0.21	-0.04	
Rash	-0.18	0.11	-0.29*	0.12	-0.04	
Unsophisticated	0.03	-0.17	-0.25*	-0.22	-0.10	
Dishonest	-0.20	0.01	-0.25*	0.05	0.05	
Unobservant	0.04	-0.12	-0.24*	-0.12	-0.23	
Indiscreet	-0.11	0.14	-0.21*	-0.03	-0.16	
Lustful	-0.16	0.07	- 0.20*	0.12	0.11	
Indulgent	0.04	0.11	- 0.18*	0.10	0.09	
Transparent	0.08	-0.03	-0.13*	0.10	-0.12	
Moody	-0.13	-0.17	-0.07	0.53*	0.04	
Touchy	-0.06	-0.15	0.01	0.51*	-0.14	
Temperamental	-0.20	-0.05	-0.05	0.51*	0.01	
Irritable	-0.27	-0.11	-0.01	0.49*	-0.03	
Emotional	38	0.12	-0.09	0.49*	-0.02	
Jealous	-0.09	-0.07	-0.06	0.47*	-0.10	
Envious	-0.04	-0.12	-0.10	0.47*	-0.08	
Possessive	-0.07	-0.01	0.11	0.46*	-0.07	
Fretful	0.07	-0.24	-0.07	0.45*	-0.05	
Impatient	-0.23	0.00	-0.02	0.44*	0.01	
Self-pitying	-0.03	-36	-0.08	0.43*	-0.03	
Nervous	0.08	-0.23	-0.05	0.42*	-0.05	
Crabby	-0.24	-0.15	-0.01	0.42*	-0.07	
Defensive	-0.17	-0.17	-0.04	0.41*	-0.05	
Grumpy	-0.27	-0.19	-0.03	0.40*	-0.07	
High-strung	-0.03	0.10	-0.08	0.40*	0.03	
Insecure	0.06	-36	-0.29	039*	0.02	
Cranky	-30	-0.08	-0.05	0.39*	-0.11	
Fearful	0.18	-0.24	-0.06	038*	-0.12	
Faultfinding	-31	-0.10	0.05	038*	-0.02	
Quarrelsome	-36	0.11	-0.01	0.38*	-0.05	
Anxious	0.05	-0.02	0.00	0.38*	-0.13	
Finicky	-0.06	-0.06	0.07	035*	-0.02	
Snobbish	-0.25	0.00	-0.05	033*	0.08	
Bossy	-31	30	0.04	032*	-0.02	
Gossipy	0.08	0.13	-0.19	032*	-0.15	
Nosey	-0.04	0.16	-0.15	032*	-0.14	
Selfish	-0.24	-0.16	-0.14	031*	0.21	
Excitable	0.22	30	-0.07	031*	-0.10	
Restless	-0.10	0.05	-0.20	0.30*	0.07	
Compulsive	-0.02	0.12	-0.26	0.26*	0.02	
Hypocritical	-0.16	-0.09	-0.18	0.26*	-0.14	
Obsessive	-0.18	-0.05	-0.12	0.25*	-0.04	
Meddlesome	-0.05	0.16	-0.08	0.25*	-0.16	
Extravagant	0.01	0.21	-0.13	0.24*	0.00	
Volatile	-0.05	0.11	-0.08	0.22*	-0.03	
Self-indulgent	-0.09	0.08	-0.15	0.22*	0.13	
Superstitious	0.05	0.05	-0.08	0.10*	-0.09	
Relaxed	0.21	0.17	0.04	-0.48*	-0.02	
Unemotional	-30	-0.26	0.08	-0.47*	0.05	
Patient	0.43	-0.13	0.11	-0.44*	0.07	
Masculine	-34	0.01	0.05	-0.43*	0.10	
Undemanding	30	-0.23	-0.13	-0.42*	0.00	
Easy-going	30	0.22	-0.15	-0.41*	-0.06	
Unexd table	-0.19	-34	0.04	-0.41*	0.13	
Courageous	-0.08	33	0.10	-035*	0.07	
Brave	-0.09	30	0.13	-035*	0.07	
Informal	0.07	0.01	-0.26	- 033*	0.23	
Down-to-earth	0.24	-0.01	0.14	-0.28*	0.09	
Passionless	-0.19	-0.21	0.03	-0.28*	0.03	
Earthy	0.22	-0.03	-0.01	-0.26*	0.18	
Nonchalant	-0.01	0.04	-0.09	-0.26*	0.03	
Unassuming	0.16	-0.18	-0.14	-0.26*	0.16	
Casual	0.12	0.08	-0.16	-0.25*	0.00	
Weariless	-0.01	0.18	0.08	-0.23*	0.06	
Intelligent	0.03	0.03	0.16	-0.13	0.55*	
Intellectual	-0.02	0.04	0.21	-0.08	0.50*	
Smart	0.03	0.02	0.18	-0.17	0.49*	
Complex	0.00	-0.10	-0.04	0.14	0.48*	
Philosophical	0.03	-0.03	0.01	-0.04	0.47*	
Innovative	0.04	0.13	0.09	-0.16	0.44*	
Bright	0.09	0.12	0.12	-0.12	0.44*	
Unconventional	-0.02	0.03	-32	-0.10	0.44*	
Knowledgeable	0.02	0.05	0.26	-0.16	0.43*	
Deep	0.20	-0.07	0.03	0.01	0.43*	
Ingenious	-0.02	0.11	0.06	-0.18	0.43*	
Inquisitive	0.05	0.09	-0.03	0.00	0.43*	
Insightful	0.11	-0.04	0.01	-0.10	0.42*	
Nonconforming	-0.09	0.04	-0.17	-0.17	0.42*	
Analytical	-0.08	-0.12	0.27	-0.02	0.42*	
Introspective	0.12	-0.26	-0.05	0.05	0.41*	
Contemplative	0.15	-0.24	0.02	0.03	0.41*	
Perceptive	0.14	0.04	0.19	-0.04	0.40*	
Articulate	0.07	0.10	0.15	0.01	038*	
Inventive	-0.04	0.16	0.06	-0.17	036*	
Creative	0.07	0.10	0.00	-0.08	033*	
Shrewd	-33	0.02	0.02	-0.09	033*	
Individualistic	-0.17	0.08	0.06	-0.13	033*	
Clever	-0.09	0.18	0.14	-0.21	033*	
Intense	-0.02	0.12	0.11	0.12	031*	
Imaginative	0.05	0.14	-0.04	-0.05	031*	
Independent	-0.14	0.20	0.18	-0.20	030*	
Self-critical	0.18	-0.21	0.03	0.24	030*	
Progressive	0.15	0.16	0.17	-0.08	0.28*	
Diplomatic	0.23	0.08	0.13	-0.06	0.28*	
Empathic	0.22	-0.01	-0.01	0.03	0.28*	
Versatile	0.12	0.16	0.09	-0.23	0.27*	
Distrustful	-0.27	-0.19	-0.11	0.18	0.27*	
Idealistic	0.18	0.02	-0.10	0.12	0.26*	
Eloquent	0.10	0.18	0.16	0.00	0.25*	
Artistic	0.12	0.01	0.01	0.01	0.25*	
Candid	-0.01	0.15	-0.06	-0.10	0.25*	
Worldly	-0.04	0.20	0.09	-0.04	0.24*	
Unpredictable	0.03	0.10	-0.17	0.12	0.23*	
Scrupulous	0.04	-0.11	0.12	-0.09	0.23*	
Curious	0.05	0.13	0.02	0.05	0.23*	
Tenacious	-0.06	0.10	0.10	-0.05	0.22*	
Animated	0.17	0.13	-0.19	0.05	0.21*	
Sensual	0.12	0.16	-0.13	0.16	0.20*	
Ethical	0.20	-0.17	0.18	-0.10	0.20*	
Autonomous	-0.03	-0.10	0.13	-0.12	0.18*	
Subjective	0.04	-0.01	-0.02	0.05	0.06*	
Simple	0.12	-0.13	0.01	-0.17	- 0.45*	
Conventional	0.12	-0.13	33	-0.06	- 038*	
Traditional	0.14	-0.14	0.28	0.02	- 036*	
Uninquisitive	-0.03	-0.21	0.00	-0.14	- 035*	
Unintelligent	0.07	-0.09	-0.16	-0.02	-034*	
Surly	-0.24	0.03	0.13	-0.04	-031*	
Pompous	-0.16	0.12	0.07	0.08	- 031*	
Dependent	22	-0.14	-0.07	0.18	-0.29*	
Shallow	-0.10	-0.12	-0.09	-0.03	-0.29*	
Uninteltectual	0.10	-0.10	-0.20	-0.09	-0.27*	
Patronizing	-0.02	0.03	0.04	0.06	-0.27*	
Ignorant	0.04	-0.07	- 0.18	0.02	-0.27*	
Inarticulate	0.03	-0.15	-0.12	-0.12	-0.26*	
Pretentious	-0.15	0.14	-0.02	0.10	-0.25*	
Unscrupulous	-0.06	0.08	-0.06	-0.05	-0.24*	
Predictable	0.04	-0.19	0.14	-0.19	-0.22*	
Condescending	-0.11	-0.07	0.06	0.06	-0.15*	
Dogmatic	-0.10	-0.04	0.06	0.01	-0.11*	
Sympathetic	0.62*	0.02	-0.05	0.07	0.03	
Kind	0.60*	0.07	0.06	0.02	0.00	
Warm	0.56*	0.26	0.06	0.10	0.07	
Understanding	033*	0.03	0.10	-0.04	0.13	
Courteous	0.53*	-0.07	0.23	0.02	0.00	
Compassionate	032*	0.12	0.02	0.13	0.18	
Cooperative	032*	-0.04	0.22	-0.18	-0.03	
Polite	0.52*	- 0.07	0.30	0.04	-0.07	
Affectionate	031*	0.21	-0.01	0.21	0.09	
Considerate	031*	-0.01	0.18	-0.07	0.05	
Respectful	031*	-0.04	31	-0.02	-0.16	
Sincere	0.49*	-0.01	0.12	-0.05	0.10	
Sentimental	0.48*	0.08	0.01	34	-0.09	
Cordial	0.47*	0.07	0.01	0.02	0.16	
Helpful	0.47*	0.14	0.19	-0.14	0.09	
Tolerant	0.46*	-0.17	-0.07	-36	0.13	
Charitable	0.46*	0.12	0.04	-0.14	0.11	
Sensitive	0.46*	-0.10	0.00	35	0.23	
Agreeable	0.46*	-0.07	-0.01	-0.16	0.03	
Pleasant	0.45*	0.22	0.03	-0.22	-0.06	
Feminine	0.43*	0.00	- 0.06	37	0.02	
Trustful	0.43*	0.06	0.15	-0.23	-0.13	
Loyal	0.43*	0.06	0.13	-0.03	0.09	
Thoughtful	0.42*	-0.07	0.20	-0.03	0.15	
Peaceful	0.42*	-0.08	0.10	-32	-0.02	
Obliging	0.41*	-0.08	0.05	-0.11	0.03	
Generous	0.40*	0.15	-0.03	- 0.15	0.04	
Amiable	0.40*	0.08	-0.08	-0.08	0.27	
Cheerful	0.40*	38	0.03	-0.22	-0.06	
Mannerly	039*	- 0.09	0.34	0.10	-0.02	
Flexible	0.39*	0.07	- 0.02	-0.20	0.13	
Reasonable	038*	-0.06	0.25	-0.25	0.12	
Modest	037*	-0.29	0.18	-0.08	-0.01	
Genial	037*	0.14	-0.08	-0.03	0.30	
Jovial	037*	0.36	-0.06	-0.13	0.09	
Accommodating	035*	0.02	0.03	-0.12	0.01	
Humble	035*	-0.21	0.12	-0.17	-0.12	
Gullible	033*	-0.10	- 0.28	0.27	-0.18	
Moral	033*	-0.09	0.26	-0.02	-0.02	
Honest	032*	0.01	0.22	-0.17	0.04	
Religious	031*	0.01	0.17	0.06	-0.18	
Passionate	031*	0.20	-0.04	0.27	0.09	
Optimistic	031*	0.30	0.09	- 0.24	0.02	
Lenient	030*	-0.15	-0.16	-0.15	0.07	
Benevolent	030*	-0.09	- 0.04	-0.11	0.23	
Unselfish	030*	0.08	0.06	-0.22	0.05	
Conscientious	030*	-0.08	30	-0.02	0.19	
Reverent	0.29*	-0.01	0.20	0.06	-0.14	
Tactful	0.29*	-0.06	0.21	-0.02	0.21	
Earnest	0.29*	-0.03	0.07	-0.09	0.22	
Adaptable	0.27*	0.06	0.11	-0.24	0.13	
Truthful	0.26*	-0.01	0.19	-0.22	0.10	
